motif,chromatin_motif,node1,node2,node3,node4
2211,100100200000,chr1:94510494-94512156,chr1:94987384-94988752,chr1:94800630-94802432,chr1:95270763-95272339
3221,001020000010,chr1:94510494-94512156,chr1:94526429-94528114,chr1:94800630-94802432,chr1:95270763-95272339
3111,001200001000,chr1:94978894-94980887,chr1:94946181-94948153,chr1:94800630-94802432,chr1:95266939-95268479
3111,001200001000,chr1:94987384-94988752,chr1:94946181-94948153,chr1:94800630-94802432,chr1:95266939-95268479
2222,000010210000,chr1:95270763-95272339,chr1:94946181-94948153,chr1:94800630-94802432,chr1:95266939-95268479
2211,100110100000,chr1:94526429-94528114,chr1:94946181-94948153,chr1:94800630-94802432,chr1:95266939-95268479
3111,001200001000,chr1:94987384-94988752,chr1:94978894-94980887,chr1:94800630-94802432,chr1:95266939-95268479
2222,000010210000,chr1:95270763-95272339,chr1:94978894-94980887,chr1:94800630-94802432,chr1:95266939-95268479
2211,100110100000,chr1:94526429-94528114,chr1:94978894-94980887,chr1:94800630-94802432,chr1:95266939-95268479
2222,000010210000,chr1:95270763-95272339,chr1:94987384-94988752,chr1:94800630-94802432,chr1:95266939-95268479
2211,100110100000,chr1:94526429-94528114,chr1:94987384-94988752,chr1:94800630-94802432,chr1:95266939-95268479
3111,201000000010,chr1:95270763-95272339,chr1:94526429-94528114,chr1:94800630-94802432,chr1:95266939-95268479
3111,001200000010,chr1:94978894-94980887,chr1:94946181-94948153,chr1:94800630-94802432,chr1:95270763-95272339
3111,001200000010,chr1:94987384-94988752,chr1:94946181-94948153,chr1:94800630-94802432,chr1:95270763-95272339
2211,100100200000,chr1:94526429-94528114,chr1:94946181-94948153,chr1:94800630-94802432,chr1:95270763-95272339
3111,001200000010,chr1:94987384-94988752,chr1:94978894-94980887,chr1:94800630-94802432,chr1:95270763-95272339
2211,100100200000,chr1:94526429-94528114,chr1:94978894-94980887,chr1:94800630-94802432,chr1:95270763-95272339
2211,100100200000,chr1:94526429-94528114,chr1:94987384-94988752,chr1:94800630-94802432,chr1:95270763-95272339
3111,102000001000,chr18:56737090-56738676,chr18:56435145-56436543,chr18:56734629-56735991,chr18:56723876-56725381
2211,002020000000,chr18:56435145-56436543,chr18:56734629-56735991,chr18:56448126-56449833,chr18:56723876-56725381
2222,000020200000,chr18:56737090-56738676,chr18:56435145-56436543,chr18:56448126-56449833,chr18:56723876-56725381
3111,012000000001,chr11:124706382-124708309,chr11:124271682-124273194,chr11:124737026-124738470,chr11:124745380-124747005
3111,102000000001,chr11:124706382-124708309,chr11:124271682-124273194,chr11:124737026-124738470,chr11:124631757-124634046
3111,003000000001,chr11:124706382-124708309,chr11:124271682-124273194,chr11:124538296-124539982,chr11:124737026-124738470
3111,111000000001,chr11:124706382-124708309,chr11:124271682-124273194,chr11:124745380-124747005,chr11:124631757-124634046
3111,012000000001,chr11:124706382-124708309,chr11:124271682-124273194,chr11:124538296-124539982,chr11:124745380-124747005
3111,102000000001,chr11:124706382-124708309,chr11:124271682-124273194,chr11:124538296-124539982,chr11:124631757-124634046
3111,111000000001,chr11:124706382-124708309,chr11:124737026-124738470,chr11:124745380-124747005,chr11:124631757-124634046
3111,012000000001,chr11:124706382-124708309,chr11:124538296-124539982,chr11:124737026-124738470,chr11:124745380-124747005
3111,102000000001,chr11:124706382-124708309,chr11:124538296-124539982,chr11:124737026-124738470,chr11:124631757-124634046
3111,111000000001,chr11:124706382-124708309,chr11:124538296-124539982,chr11:124745380-124747005,chr11:124631757-124634046
3111,000300001000,chr1:94987384-94988752,chr1:94946181-94948153,chr1:94978894-94980887,chr1:95266939-95268479
2222,000010120000,chr1:95270763-95272339,chr1:94987384-94988752,chr1:94946181-94948153,chr1:95266939-95268479
2222,000010120000,chr1:95270763-95272339,chr1:94987384-94988752,chr1:94978894-94980887,chr1:95266939-95268479
3111,000300000010,chr1:94987384-94988752,chr1:94946181-94948153,chr1:94978894-94980887,chr1:95270763-95272339
2211,100110100000,chr19:2950203-2951883,chr19:3428892-3430686,chr19:3326436-3327872,chr19:3274542-3276471
2211,001110100000,chr19:2950203-2951883,chr19:3428892-3430686,chr19:3326436-3327872,chr19:3250143-3251596
3111,100200000010,chr19:2950203-2951883,chr19:3428892-3430686,chr19:3326436-3327872,chr19:3439520-3441003
3111,100200000010,chr19:2950203-2951883,chr19:3484366-3485900,chr19:3428892-3430686,chr19:3326436-3327872
3221,000100020010,chr19:3484366-3485900,chr19:3428892-3430686,chr19:3326436-3327872,chr19:3439520-3441003
2211,001100110000,chr19:3484366-3485900,chr19:3428892-3430686,chr19:3326436-3327872,chr19:3304400-3305802
2211,101020000000,chr12:6387179-6388752,chr12:6304187-6306023,chr12:6393513-6395235,chr12:6148621-6150020
3111,102000001000,chr12:6304187-6306023,chr12:6393513-6395235,chr12:6148621-6150020,chr12:6074528-6076048
3111,101100001000,chr12:6304187-6306023,chr12:6176261-6177545,chr12:6393513-6395235,chr12:6148621-6150020
3221,100000201000,chr12:6304187-6306023,chr12:6097118-6098913,chr12:6393513-6395235,chr12:6148621-6150020
2211,002010100000,chr12:6074528-6076048,chr12:6146664-6148191,chr12:6393513-6395235,chr12:6148621-6150020
3111,002100001000,chr12:6074528-6076048,chr12:6176261-6177545,chr12:6393513-6395235,chr12:6148621-6150020
3322,000000201010,chr12:6074528-6076048,chr12:6097118-6098913,chr12:6393513-6395235,chr12:6148621-6150020
2211,101010010000,chr12:6176261-6177545,chr12:6201738-6203129,chr12:6393513-6395235,chr12:6148621-6150020
3221,000100201000,chr12:6176261-6177545,chr12:6393513-6395235,chr12:6148621-6150020,chr12:6097118-6098913
3221,001010100010,chr12:6097118-6098913,chr12:6146664-6148191,chr12:6393513-6395235,chr12:6148621-6150020
3221,001000200010,chr12:6074528-6076048,chr12:6097118-6098913,chr12:6146664-6148191,chr12:6148621-6150020
2211,100100110000,chr12:56190196-56191832,chr12:56049649-56051049,chr12:56053051-56054709,chr12:56114233-56115648
3221,100010010010,chr12:56190196-56191832,chr12:56074302-56076118,chr12:56053051-56054709,chr12:56114233-56115648
3111,101100000010,chr12:56190196-56191832,chr12:55582069-55583864,chr12:56053051-56054709,chr12:56114233-56115648
2211,100110100000,chr12:56190196-56191832,chr12:56074302-56076118,chr12:56049649-56051049,chr12:56053051-56054709
3111,201000000010,chr12:56190196-56191832,chr12:56074302-56076118,chr12:55582069-55583864,chr12:56053051-56054709
2211,100100200000,chr12:56190196-56191832,chr12:56049649-56051049,chr12:55582069-55583864,chr12:56053051-56054709
2211,002000200000,chr11:113906272-113907891,chr11:114050712-114052028,chr11:114130951-114132791,chr11:113766467-113768020
2222,000000400000,chr11:113906272-113907891,chr11:114050712-114052028,chr11:113864577-113865984,chr11:114130951-114132791
2211,002000200000,chr11:114050712-114052028,chr11:113864577-113865984,chr11:114130951-114132791,chr11:113766467-113768020
2211,101000200000,chr2:95896811-95898337,chr2:95980283-95981772,chr2:96010777-96012260,chr2:96054404-96055822
2222,000020020000,chr12:57701020-57702396,chr12:57846133-57847568,chr12:57855752-57857341,chr12:57656981-57658421
2211,100110010000,chr12:57849433-57850712,chr12:57701020-57702396,chr12:57855752-57857341,chr12:57656981-57658421
2211,000210010000,chr12:57701020-57702396,chr12:57855752-57857341,chr12:57670178-57671606,chr12:57656981-57658421
3111,300000000001,chr12:57849433-57850712,chr12:57846133-57847568,chr12:57855752-57857341,chr12:57656981-57658421
3111,200100000001,chr12:57846133-57847568,chr12:57855752-57857341,chr12:57670178-57671606,chr12:57656981-57658421
3111,200100000001,chr12:57849433-57850712,chr12:57855752-57857341,chr12:57670178-57671606,chr12:57656981-57658421
2211,100100110000,chr9:139378879-139380378,chr9:139620666-139623623,chr9:139524352-139526831,chr9:139382519-139383997
3322,000000111001,chr9:139587503-139589826,chr9:139620666-139623623,chr9:139524352-139526831,chr9:139382519-139383997
3322,000010011010,chr9:139587503-139589826,chr9:139378879-139380378,chr9:139524352-139526831,chr9:139382519-139383997
3221,000100111000,chr9:139587503-139589826,chr9:139565470-139566980,chr9:139524352-139526831,chr9:139382519-139383997
3221,000110101000,chr9:139587503-139589826,chr9:139378879-139380378,chr9:139620666-139623623,chr9:139524352-139526831
3221,000110101000,chr9:139587503-139589826,chr9:139378879-139380378,chr9:139565470-139566980,chr9:139524352-139526831
3111,001200001000,chr9:139587503-139589826,chr9:139565470-139566980,chr9:139620666-139623623,chr9:139524352-139526831
3111,003000000010,chr2:175564217-175565617,chr2:175442140-175443710,chr2:175561364-175562853,chr2:175895167-175896720
2211,002000200000,chr2:175442140-175443710,chr2:175849714-175851528,chr2:175561364-175562853,chr2:175564217-175565617
2211,002000200000,chr2:175442140-175443710,chr2:175326810-175328403,chr2:175561364-175562853,chr2:175564217-175565617
2211,002000200000,chr14:22770916-22772559,chr14:22843149-22844833,chr14:22855177-22856768,chr14:22787617-22789593
2211,002000200000,chr14:22744503-22746256,chr14:22843149-22844833,chr14:22855177-22856768,chr14:22787617-22789593
3221,001000200010,chr14:22843149-22844833,chr14:22855177-22856768,chr14:22941463-22942984,chr14:22787617-22789593
3111,003000000010,chr14:22770916-22772559,chr14:22744503-22746256,chr14:22843149-22844833,chr14:22787617-22789593
2211,002000200000,chr14:22770916-22772559,chr14:22843149-22844833,chr14:22941463-22942984,chr14:22787617-22789593
2211,002000200000,chr14:22744503-22746256,chr14:22843149-22844833,chr14:22941463-22942984,chr14:22787617-22789593
2211,000220000000,chr17:60769990-60771484,chr17:60749067-60751177,chr17:60797260-60798622,chr17:60780113-60782825
3111,100200001000,chr17:60769990-60771484,chr17:60749067-60751177,chr17:60780113-60782825,chr17:61159069-61160663
2211,002000110000,chr3:150582429-150584104,chr3:150245695-150247369,chr3:150642858-150644352,chr3:150863238-150865032
2222,000010210000,chr3:150582429-150584104,chr3:150245695-150247369,chr3:150438372-150440165,chr3:150863238-150865032
2222,000000310000,chr3:150582429-150584104,chr3:150245695-150247369,chr3:150505030-150506484,chr3:150863238-150865032
3111,101100000010,chr3:150582429-150584104,chr3:150245695-150247369,chr3:150505030-150506484,chr3:150438372-150440165
2211,002010100000,chr3:150582429-150584104,chr3:150642858-150644352,chr3:150438372-150440165,chr3:150863238-150865032
2222,000010300000,chr3:150582429-150584104,chr3:150505030-150506484,chr3:150438372-150440165,chr3:150863238-150865032
2211,002000200000,chr3:150582429-150584104,chr3:150505030-150506484,chr3:150642858-150644352,chr3:150863238-150865032
3221,001000200010,chr7:39503898-39505511,chr7:39492602-39494203,chr7:38835984-38837628,chr7:39558814-39560378
3221,001000200010,chr7:39503898-39505511,chr7:39492602-39494203,chr7:38971608-38973056,chr7:39558814-39560378
3221,001000200010,chr7:39503898-39505511,chr7:39492602-39494203,chr7:38835984-38837628,chr7:38971608-38973056
2211,101020000000,chr2:43395643-43398155,chr2:43357729-43359622,chr2:43710711-43712530,chr2:43803768-43805657
2211,100120000000,chr2:43395643-43398155,chr2:43357729-43359622,chr2:43173317-43174941,chr2:43803768-43805657
2211,101020000000,chr2:43395643-43398155,chr2:43357729-43359622,chr2:43085395-43087212,chr2:43803768-43805657
2211,100110010000,chr2:43395643-43398155,chr2:43173317-43174941,chr2:43803768-43805657,chr2:43455987-43457674
2211,200010010000,chr2:43395643-43398155,chr2:43173317-43174941,chr2:43803768-43805657,chr2:43201473-43203311
2211,101010010000,chr2:43395643-43398155,chr2:43173317-43174941,chr2:43803768-43805657,chr2:43710711-43712530
3111,101100001000,chr2:43395643-43398155,chr2:43173317-43174941,chr2:43803768-43805657,chr2:43085395-43087212
2211,101010100000,chr2:43395643-43398155,chr2:43835934-43837403,chr2:43085395-43087212,chr2:43803768-43805657
2211,100110100000,chr2:43395643-43398155,chr2:43085395-43087212,chr2:43803768-43805657,chr2:43455987-43457674
2211,101000020000,chr2:43353780-43355201,chr2:43173317-43174941,chr2:43803768-43805657,chr2:43455987-43457674
3221,100010010001,chr2:43173317-43174941,chr2:43803768-43805657,chr2:43455987-43457674,chr2:43201473-43203311
3221,100000110001,chr2:43173317-43174941,chr2:43803768-43805657,chr2:43455987-43457674,chr2:43710711-43712530
2222,000010120000,chr2:43173317-43174941,chr2:43803768-43805657,chr2:43455987-43457674,chr2:43085395-43087212
2211,100110010000,chr2:43251134-43252663,chr2:43173317-43174941,chr2:43803768-43805657,chr2:43201473-43203311
3111,201000000001,chr2:43173317-43174941,chr2:43803768-43805657,chr2:43710711-43712530,chr2:43201473-43203311
2211,101010010000,chr2:43173317-43174941,chr2:43803768-43805657,chr2:43085395-43087212,chr2:43201473-43203311
2211,200000110000,chr2:43357729-43359622,chr2:43173317-43174941,chr2:43803768-43805657,chr2:43710711-43712530
2211,002010010000,chr2:43173317-43174941,chr2:43803768-43805657,chr2:43085395-43087212,chr2:43710711-43712530
2211,001110100000,chr2:43835934-43837403,chr2:43173317-43174941,chr2:43803768-43805657,chr2:43085395-43087212
3111,101100000010,chr2:43835934-43837403,chr2:43085395-43087212,chr2:43803768-43805657,chr2:43455987-43457674
2211,200000110000,chr2:43085395-43087212,chr2:43803768-43805657,chr2:43455987-43457674,chr2:43201473-43203311
2211,101000110000,chr2:43353780-43355201,chr2:43085395-43087212,chr2:43803768-43805657,chr2:43455987-43457674
2211,101000110000,chr2:43085395-43087212,chr2:43803768-43805657,chr2:43455987-43457674,chr2:43710711-43712530
3221,001000200001,chr17:64895614-64897230,chr17:64711188-64712832,chr17:64902192-64903798,chr17:64196189-64197836
3221,001000110010,chr17:64421958-64423375,chr17:64711188-64712832,chr17:64902192-64903798,chr17:64196189-64197836
2211,001100200000,chr17:64250526-64252276,chr17:64421958-64423375,chr17:64902192-64903798,chr17:64196189-64197836
2211,002000200000,chr5:40904046-40905724,chr5:41519427-41520726,chr5:41269796-41271582,chr5:41117835-41119149
3111,102000000010,chr5:41842807-41844699,chr5:40904046-40905724,chr5:41519427-41520726,chr5:41269796-41271582
2211,002010100000,chr5:41842807-41844699,chr5:41519427-41520726,chr5:42056657-42058330,chr5:41269796-41271582
2211,002010100000,chr5:41695554-41696911,chr5:41842807-41844699,chr5:41519427-41520726,chr5:41269796-41271582
2211,001110100000,chr5:41754359-41756084,chr5:41842807-41844699,chr5:41519427-41520726,chr5:41269796-41271582
2211,101000200000,chr5:41842807-41844699,chr5:40904046-40905724,chr5:41269796-41271582,chr5:41117835-41119149
2211,002010100000,chr5:41842807-41844699,chr5:40904046-40905724,chr5:42056657-42058330,chr5:41269796-41271582
2211,002010100000,chr5:41695554-41696911,chr5:41842807-41844699,chr5:40904046-40905724,chr5:41269796-41271582
2211,001110100000,chr5:41754359-41756084,chr5:41842807-41844699,chr5:40904046-40905724,chr5:41269796-41271582
2211,101010100000,chr5:41856158-41857723,chr5:41842807-41844699,chr5:42056657-42058330,chr5:41269796-41271582
2211,002010100000,chr5:42005070-42006725,chr5:41842807-41844699,chr5:42056657-42058330,chr5:41269796-41271582
3111,003000001000,chr5:41695554-41696911,chr5:41842807-41844699,chr5:42056657-42058330,chr5:41269796-41271582
3111,002100001000,chr5:41754359-41756084,chr5:41842807-41844699,chr5:42056657-42058330,chr5:41269796-41271582
3111,002100001000,chr5:41754359-41756084,chr5:41695554-41696911,chr5:41842807-41844699,chr5:41269796-41271582
2211,100110010000,chr17:48940285-48941598,chr17:48894107-48895515,chr17:49026695-49028762,chr17:49033579-49035076
2211,000210010000,chr17:48918665-48920186,chr17:48894107-48895515,chr17:49026695-49028762,chr17:49033579-49035076
3322,000010010011,chr17:48859910-48861460,chr17:48894107-48895515,chr17:49026695-49028762,chr17:49033579-49035076
2222,000020020000,chr17:48928811-48930505,chr17:48894107-48895515,chr17:49026695-49028762,chr17:49033579-49035076
3221,100000020010,chr17:48859910-48861460,chr17:48894107-48895515,chr17:49077742-49079703,chr17:49033579-49035076
3221,000100020010,chr17:49133427-49135077,chr17:48859910-48861460,chr17:48894107-48895515,chr17:49033579-49035076
3221,000100020010,chr17:48859910-48861460,chr17:48918665-48920186,chr17:48894107-48895515,chr17:49033579-49035076
3322,000010010011,chr17:48928811-48930505,chr17:48859910-48861460,chr17:48894107-48895515,chr17:49033579-49035076
2211,100110010000,chr17:48928811-48930505,chr17:48940285-48941598,chr17:48894107-48895515,chr17:49033579-49035076
2211,100110100000,chr17:48940285-48941598,chr17:48859910-48861460,chr17:49026695-49028762,chr17:49033579-49035076
3111,200100000010,chr17:48859910-48861460,chr17:49077742-49079703,chr17:49026695-49028762,chr17:49033579-49035076
3111,100200000010,chr17:49133427-49135077,chr17:48859910-48861460,chr17:49026695-49028762,chr17:49033579-49035076
