from_name,to_name,from_broad_state,to_broad_state
chr6:36996421-36998064,chr6:37177551-37179190,repressed,repressed
chr6:37018585-37020288,chr6:37177551-37179190,active,repressed
chr6:36864872-36866384,chr6:37177551-37179190,weak,repressed
chr6:36852678-36854270,chr6:37177551-37179190,active,repressed
chr6:37138962-37141015,chr6:37177551-37179190,weak,repressed
chr6:36996421-36998064,chr6:37175276-37176726,repressed,weak
chr6:37095789-37097100,chr6:37175276-37176726,active,weak
chr6:37018585-37020288,chr6:37175276-37176726,active,weak
chr6:37138962-37141015,chr6:37175276-37176726,weak,weak
chr1:45483787-45485167,chr1:45695664-45697095,weak,repressed
chr1:45479563-45481043,chr1:45695664-45697095,weak,repressed
chr1:45120690-45122136,chr1:45142170-45143742,repressed,active
chr22:45836471-45837969,chr22:46373865-46375946,active,active
chr22:45973304-45974805,chr22:46373865-46375946,active,active
chr22:46259179-46260725,chr22:46373865-46375946,repressed,active
chr22:45836471-45837969,chr22:45948987-45950498,active,repressed
chr6:110025578-110027582,chr6:110711325-110713018,repressed,repressed
chr6:109847568-109850042,chr6:110711325-110713018,repressed,repressed
chr6:110374268-110375804,chr6:110711325-110713018,repressed,repressed
chr6:110025578-110027582,chr6:110374268-110375804,repressed,repressed
chr1:153649430-153651400,chr1:153721033-153722937,active,weak
chr1:153642921-153645282,chr1:153721033-153722937,active,weak
chr1:153649430-153651400,chr1:154243932-154245624,active,active
chr1:154170760-154172727,chr1:154243932-154245624,weak,active
chr1:153642921-153645282,chr1:154243932-154245624,active,active
chr1:154158001-154159604,chr1:154243932-154245624,weak,active
chr1:153768949-153770629,chr1:154243932-154245624,weak,active
chr1:153505013-153506866,chr1:154243932-154245624,active,active
chr1:153958344-153960205,chr1:154243932-154245624,active,active
chr1:153649430-153651400,chr1:153958344-153960205,active,active
chr1:153642921-153645282,chr1:153958344-153960205,active,active
chr1:153768949-153770629,chr1:153958344-153960205,weak,active
chr1:153793269-153794740,chr1:153958344-153960205,weak,active
chr1:153918436-153920129,chr1:153958344-153960205,active,active
chr1:153649430-153651400,chr1:153768949-153770629,active,weak
chr20:48594893-48596658,chr20:48795180-48796805,active,weak
chr20:48701417-48703219,chr20:48753861-48755338,active,active
chr20:48594893-48596658,chr20:48701417-48703219,active,active
chr20:48687083-48688810,chr20:48701417-48703219,active,active
chr3:123370464-123372248,chr3:123797680-123799167,weak,repressed
chr3:123734878-123736148,chr3:123797680-123799167,repressed,repressed
chr3:123370464-123372248,chr3:123437463-123438803,weak,repressed
chr10:6129750-6131905,chr10:6442979-6444665,active,active
chr10:6244004-6246223,chr10:6442979-6444665,active,active
chr10:6150333-6151877,chr10:6442979-6444665,active,active
chr10:6019309-6020813,chr10:6442979-6444665,active,active
chr4:170533732-170535200,chr4:170968358-170969932,active,repressed
chr16:49441161-49442787,chr16:49626295-49627676,repressed,repressed
chr9:136646709-136648266,chr9:136963578-136965256,weak,poised
chr22:23197404-23198713,chr22:23297594-23298924,repressed,repressed
chr22:23095506-23096993,chr22:23297594-23298924,repressed,repressed
chr22:23190041-23191423,chr22:23297594-23298924,repressed,repressed
chr22:22918287-22919752,chr22:23062057-23063692,repressed,repressed
chr20:34743934-34745722,chr20:34786864-34788600,active,weak
chr20:34582366-34583871,chr20:34786864-34788600,repressed,weak
chr20:34578667-34581621,chr20:34786864-34788600,active,weak
chr20:34050905-34052551,chr20:34786864-34788600,weak,weak
chr20:34541571-34543677,chr20:34786864-34788600,active,weak
chr22:46762982-46764574,chr22:46937480-46939108,weak,weak
chr22:46517665-46519288,chr22:46709484-46711073,weak,weak
chr2:234312233-234313920,chr2:234351558-234353111,active,active
chr16:3201521-3203430,chr16:3223470-3225274,active,active
chr16:3181214-3182699,chr16:3223470-3225274,weak,active
chr16:3201521-3203430,chr16:3215352-3216842,active,active
chr16:3181214-3182699,chr16:3215352-3216842,weak,active
chr12:57150752-57152257,chr12:57454212-57457467,repressed,active
chr12:57150752-57152257,chr12:57380669-57382324,repressed,weak
chr12:57233126-57234797,chr12:57380669-57382324,repressed,weak
chr12:57156445-57157695,chr12:57380669-57382324,repressed,weak
chr12:57517491-57519036,chr12:57566224-57567696,repressed,repressed
chr12:57150752-57152257,chr12:57394701-57396048,repressed,active
chr12:57233126-57234797,chr12:57394701-57396048,repressed,active
chr7:137587777-137589313,chr7:137692960-137694533,weak,active
chr7:138133854-138135197,chr7:138410611-138412009,repressed,repressed
chr7:137587777-137589313,chr7:137686257-137688111,weak,active
chr19:41479902-41481317,chr19:41649713-41651226,repressed,repressed
chr19:41168045-41169842,chr19:41649713-41651226,active,repressed
chr19:41479902-41481317,chr19:41631984-41634200,repressed,active
chr7:155589122-155590538,chr7:156265638-156267330,repressed,repressed
chr12:121442631-121444009,chr12:121533064-121534751,active,active
chr12:121497413-121500568,chr12:121533064-121534751,active,active
chr12:121381800-121383318,chr12:121547465-121549078,repressed,repressed
chr12:121497413-121500568,chr12:121547465-121549078,active,repressed
chr14:53289754-53291258,chr14:53520974-53522597,active,weak
chr14:53426853-53428746,chr14:53520974-53522597,weak,weak
chr14:53289754-53291258,chr14:53426853-53428746,active,weak
chr14:53289754-53291258,chr14:53772328-53774003,active,active
chr14:53762007-53763656,chr14:53772328-53774003,repressed,active
chr14:53520974-53522597,chr14:53772328-53774003,weak,active
chr10:120965728-120967200,chr10:121204251-121205826,active,weak
chr10:120957444-120959957,chr10:121204251-121205826,weak,weak
chr10:120965728-120967200,chr10:121175858-121177292,active,weak
chr10:121049472-121050743,chr10:121175858-121177292,weak,weak
chr10:120957444-120959957,chr10:121175858-121177292,weak,weak
chr8:19727027-19728894,chr8:19970780-19972362,repressed,weak
chr8:19727027-19728894,chr8:19980660-19982207,repressed,repressed
chr8:19727027-19728894,chr8:19990510-19992084,repressed,repressed
chr14:99785779-99787291,chr14:99881344-99882897,repressed,weak
chr2:114006136-114007723,chr2:114127535-114129076,repressed,repressed
chr6:3279269-3280846,chr6:3732125-3733763,repressed,repressed
chr6:3279269-3280846,chr6:3990501-3992145,repressed,active
chr6:3885306-3886835,chr6:3990501-3992145,weak,active
chr6:3742037-3743645,chr6:3990501-3992145,active,active
chr6:3732125-3733763,chr6:3990501-3992145,repressed,active
chr6:3932544-3934485,chr6:3990501-3992145,active,active
chr6:3279269-3280846,chr6:3742037-3743645,repressed,active
chr1:99645273-99646850,chr1:100172326-100174110,repressed,repressed
chr1:99456188-99457578,chr1:100172326-100174110,repressed,repressed
chr1:100146653-100147891,chr1:100172326-100174110,active,repressed
chr1:99992182-99993509,chr1:100172326-100174110,repressed,repressed
chr1:99946208-99948132,chr1:100172326-100174110,repressed,repressed
chr1:99645273-99646850,chr1:100150733-100152220,repressed,active
chr1:99946208-99948132,chr1:100150733-100152220,repressed,active
chr1:99645273-99646850,chr1:99946208-99948132,repressed,repressed
chr1:99791238-99792610,chr1:99946208-99948132,repressed,repressed
chr1:99645273-99646850,chr1:99992182-99993509,repressed,repressed
chr13:27056174-27057718,chr13:27272237-27273737,active,repressed
chr13:27230540-27231869,chr13:27272237-27273737,repressed,repressed
chr2:97215217-97216601,chr2:97245970-97247334,repressed,repressed
chr2:97219568-97221005,chr2:97245970-97247334,active,repressed
chr2:220294999-220296439,chr2:220385270-220386888,repressed,active
chr2:220359468-220360951,chr2:220385270-220386888,repressed,active
chr2:220340358-220341846,chr2:220385270-220386888,repressed,active
chr2:220294999-220296439,chr2:220394293-220395948,repressed,poised
chr2:220359468-220360951,chr2:220394293-220395948,repressed,poised
chr2:220373961-220375780,chr2:220394293-220395948,active,poised
chr2:220267117-220268630,chr2:220394293-220395948,repressed,poised
chr2:220340358-220341846,chr2:220394293-220395948,repressed,poised
chr2:220294999-220296439,chr2:220359468-220360951,repressed,repressed
chr2:220340358-220341846,chr2:220359468-220360951,repressed,repressed
chr2:220267117-220268630,chr2:220322318-220324988,repressed,weak
chr1:3611719-3613071,chr1:3640378-3641880,active,repressed
chr1:3407210-3408780,chr1:3640378-3641880,active,repressed
chr7:28428277-28430272,chr7:28665725-28667070,repressed,repressed
chr7:28428277-28430272,chr7:29141632-29143045,repressed,repressed
chr7:28966143-28967543,chr7:29141632-29143045,poised,repressed
chr20:61603134-61604562,chr20:61659020-61660276,active,repressed
chr20:61603134-61604562,chr20:61639832-61641398,active,poised
chr20:61504456-61505845,chr20:61639832-61641398,active,poised
chr5:42911638-42913340,chr5:42970773-42972191,repressed,repressed
chr5:42911638-42913340,chr5:43010312-43011606,repressed,active
chr5:42911638-42913340,chr5:43104930-43106967,repressed,active
chr5:43073211-43075120,chr5:43104930-43106967,weak,active
chr6:53850198-53851936,chr6:54131834-54133546,weak,repressed
chr6:53843565-53845372,chr6:54131834-54133546,repressed,repressed
chr6:53850198-53851936,chr6:54108598-54110181,weak,repressed
chr1:12334962-12336294,chr1:12718426-12719949,weak,poised
chr1:12289307-12290777,chr1:12718426-12719949,active,poised
chr1:12331565-12333107,chr1:12718426-12719949,weak,poised
chr1:12268250-12269868,chr1:12718426-12719949,weak,poised
chr1:12660675-12662163,chr1:12678464-12680951,weak,active
chr1:12184331-12185852,chr1:12678464-12680951,weak,active
chr1:12289307-12290777,chr1:12678464-12680951,active,active
chr1:12331565-12333107,chr1:12678464-12680951,weak,active
chr12:113749772-113751246,chr12:113862572-113864035,active,weak
chr13:108994146-108995636,chr13:109160122-109161485,repressed,repressed
chr13:108974032-108975500,chr13:109160122-109161485,repressed,repressed
chr1:204226870-204228633,chr1:204332200-204333765,active,active
chr1:204167280-204168745,chr1:204332200-204333765,active,active
chr9:128320135-128321871,chr9:129160167-129161691,weak,repressed
chr9:129063690-129065429,chr9:129160167-129161691,repressed,repressed
chr9:128169631-128171223,chr9:129160167-129161691,active,repressed
chr9:128320135-128321871,chr9:128393071-128394555,weak,repressed
chr9:128189711-128191324,chr9:128393071-128394555,repressed,repressed
chr9:128320135-128321871,chr9:129253016-129254691,weak,repressed
chr9:129063690-129065429,chr9:129253016-129254691,repressed,repressed
chr17:1785570-1786961,chr17:1928811-1930163,active,active
chr17:1811509-1813077,chr17:1928811-1930163,repressed,active
chr13:32005246-32006782,chr13:32315703-32317172,repressed,repressed
chr9:107542305-107544010,chr9:107918646-107920277,weak,repressed
chr9:107624921-107626459,chr9:107918646-107920277,weak,repressed
chr9:107542305-107544010,chr9:108480143-108481712,weak,repressed
chr9:108187767-108189265,chr9:108480143-108481712,repressed,repressed
chr9:108370751-108372267,chr9:108480143-108481712,weak,repressed
chr9:107542305-107544010,chr9:108175322-108178628,weak,active
chr9:107624921-107626459,chr9:108175322-108178628,weak,active
chr9:107921446-107923053,chr9:108175322-108178628,repressed,active
chr9:107918646-107920277,chr9:108175322-108178628,repressed,active
chr19:11052141-11053845,chr19:11121944-11123197,repressed,active
chr18:43270486-43272209,chr18:43553501-43555187,active,weak
chr18:43302204-43303973,chr18:43553501-43555187,repressed,weak
chr18:43244466-43246058,chr18:43553501-43555187,active,weak
chr18:43270486-43272209,chr18:43489706-43491350,active,active
chr18:43244466-43246058,chr18:43489706-43491350,active,active
chr18:43270486-43272209,chr18:43652970-43654664,active,active
chr18:43244466-43246058,chr18:43652970-43654664,active,active
chr18:43489706-43491350,chr18:43652970-43654664,active,active
chr18:43553501-43555187,chr18:43652970-43654664,weak,active
chr19:39702365-39703907,chr19:39831673-39833481,repressed,active
chr19:39702365-39703907,chr19:39818141-39819675,repressed,repressed
chr19:39612167-39613621,chr19:39818141-39819675,active,repressed
chr19:39542355-39543959,chr19:39818141-39819675,repressed,repressed
chr19:39600460-39601980,chr19:39818141-39819675,repressed,repressed
chr8:31108967-31110521,chr8:32080503-32081938,repressed,repressed
chr8:31985118-31986379,chr8:32080503-32081938,repressed,repressed
chr11:44577705-44579404,chr11:44637836-44639306,weak,weak
chr10:93057444-93059120,chr10:93129217-93130628,active,repressed
chr10:92639160-92640711,chr10:93129217-93130628,weak,repressed
chr10:93057444-93059120,chr10:93394531-93396183,active,active
chr10:93057444-93059120,chr10:93148884-93150555,active,active
chr16:115081-116656,chr16:230848-232311,weak,active
chr16:156486-157906,chr16:230848-232311,active,active
chr16:115081-116656,chr16:156486-157906,weak,active
chr12:132335208-132336659,chr12:132464344-132465650,active,active
chr12:131600310-131601950,chr12:131616212-131617865,repressed,active
chr12:131588625-131590110,chr12:131616212-131617865,active,active
chr12:131245719-131247203,chr12:131616212-131617865,repressed,active
chr16:89640435-89642158,chr16:89732997-89734456,active,weak
chr16:89706969-89708632,chr16:89732997-89734456,active,weak
chr16:89681483-89682820,chr16:89706969-89708632,weak,active
chr16:89640435-89642158,chr16:89706969-89708632,active,active
chr7:142937054-142938662,chr7:143113034-143114698,active,weak
chr7:143597910-143599805,chr7:143723460-143725134,active,repressed
chr7:142339503-142341123,chr7:142490349-142492141,repressed,repressed
chr7:142376729-142378017,chr7:142490349-142492141,repressed,repressed
chr7:142115011-142116559,chr7:142490349-142492141,active,repressed
chr7:142245621-142247196,chr7:142490349-142492141,repressed,repressed
chr8:38041311-38042767,chr8:38241696-38243407,weak,active
chr11:2186782-2188151,chr11:2320038-2321380,repressed,repressed
chr16:56547126-56548851,chr16:56633651-56635247,weak,weak
chr16:56610349-56611924,chr16:56633651-56635247,active,weak
chr16:56075179-56076567,chr16:56351638-56353211,repressed,repressed
chr16:55977650-55979067,chr16:56351638-56353211,repressed,repressed
chr7:127986976-127988688,chr7:128027022-128028710,repressed,poised
chr7:127986976-127988688,chr7:128098806-128100283,repressed,weak
chr7:128038108-128039605,chr7:128098806-128100283,active,weak
chr3:44364274-44365857,chr3:44573761-44575309,repressed,repressed
chr11:77486872-77488700,chr11:77756551-77758379,weak,active
chr11:77710492-77712259,chr11:77756551-77758379,repressed,active
chr11:77486872-77488700,chr11:77710492-77712259,weak,repressed
chr1:160513929-160515373,chr1:160576303-160577833,repressed,repressed
chr1:160162273-160163966,chr1:160576303-160577833,active,repressed
chr1:160463761-160465390,chr1:160576303-160577833,repressed,repressed
chr1:160397846-160399351,chr1:160576303-160577833,repressed,repressed
chr1:160221085-160222687,chr1:160576303-160577833,weak,repressed
chr1:160962849-160964212,chr1:161066726-161068674,weak,weak
chr1:161040959-161042660,chr1:161066726-161068674,active,weak
